run_id,seed,i2_health,age,household_size,cantril_ladder,r1_1,r1_2,week_number,state_New South Wales,state_Northern Territory,state_Queensland,state_South Australia,state_Tasmania,state_Victoria,state_Western Australia,gender_Male,i9_health_Not sure,i9_health_Yes,employment_status_Not working,employment_status_Part time employment,employment_status_Retired,employment_status_Unemployed,i11_health_Not sure,i11_health_Somewhat unwilling,i11_health_Somewhat willing,i11_health_Very unwilling,i11_health_Very willing,WCRex1_Somewhat badly,WCRex1_Somewhat well,WCRex1_Very badly,WCRex1_Very well,WCRex2_A lot of confidence,WCRex2_Don't know,WCRex2_No confidence at all,WCRex2_Not very much confidence,PHQ4_1_N/A,PHQ4_1_Nearly every day,PHQ4_1_Not at all,PHQ4_1_Prefer not to say,PHQ4_1_Several days,PHQ4_2_N/A,PHQ4_2_Nearly every day,PHQ4_2_Not at all,PHQ4_2_Prefer not to say,PHQ4_2_Several days,PHQ4_3_N/A,PHQ4_3_Nearly every day,PHQ4_3_Not at all,PHQ4_3_Prefer not to say,PHQ4_3_Several days,PHQ4_4_N/A,PHQ4_4_Nearly every day,PHQ4_4_Not at all,PHQ4_4_Prefer not to say,PHQ4_4_Several days,d1_comorbidities_No,d1_comorbidities_Prefer_not_to_say,d1_comorbidities_Yes
1,20240627,0.1674293123546299,0.08098722433681094,0.0401401604147028,0.049719216033698346,0.10510115095725339,0.051584642632164224,0.07971419121891983,0.03472957664544646,0.0021155857364308873,0.009473587175637635,0.008761700492924898,0.005377845009757375,0.007178718749995751,0.011884143387277108,0.016810405391387926,0.014349501533967609,0.01889734041845728,0.008653461736958678,0.01368561920509854,0.009245019748854666,0.009060733827518605,0.002054319267156314,0.003881853001241264,0.009387352590100175,0.003174710761823058,0.018759618223400474,0.008555410254160014,0.012639320718512693,0.00657763644264162,0.011583317333050057,0.013814695609313069,0.0035301137445085716,0.00315177245614015,0.008675035841634326,0.0028054141302721134,0.007809434812667606,0.009853864751555188,0.0010058052973315028,0.010896933767691906,0.002918105084167518,0.005416432859819813,0.009854736140101572,0.0011954532628209618,0.010040484787793742,0.0029203752059261804,0.006348099514992248,0.009976223968879186,0.000946353377955,0.010768343002615265,0.0028965478501498357,0.007258268991185083,0.010483137873643298,0.0011612716270029333,0.009541586125673823,0.011615400247078836,0.001735397149569529,0.011868036919532244
2,20240628,0.1685917819049787,0.08044777956933469,0.040564623649592915,0.04995910311777487,0.10742438679383805,0.05080348521238794,0.07958105103003907,0.03427221547088277,0.0023699966946760754,0.008881902834476459,0.00924772031305794,0.005558687272364458,0.007044726105883984,0.01207544884490919,0.01641924705777985,0.013141392630303925,0.018524732466136718,0.008011832825997451,0.013560736692432603,0.00917241929878962,0.009004449950549907,0.0021600807923255676,0.0035160555122664247,0.00977018019584286,0.003495552185569571,0.019293944489022025,0.008516249468654612,0.01357734711803601,0.006406203246935126,0.011550218507219375,0.013732747658726115,0.0031911845278682497,0.0033707437043480554,0.00853632276775012,0.0027722954330204326,0.00795865207614508,0.009844146614153195,0.00074193384176165,0.01050518114096974,0.0031781329709684556,0.005522892282814103,0.009594022410674589,0.001274139491275514,0.00995408114908977,0.0029573166396013035,0.006244712114900889,0.009792448226153093,0.0010419802575368147,0.010629693955171535,0.0028552390264002686,0.007366305608089329,0.010309366817651152,0.0009012043120093516,0.009486121196931974,0.012057236066276863,0.001754380688348168,0.011483967769305482
3,20240629,0.1654715778930603,0.08065434425587077,0.03923896910382188,0.04967526055599144,0.10823384758954549,0.05050202761999224,0.0791784150402598,0.03384542313064881,0.002150550496675936,0.009538570344050033,0.009347625808794518,0.005346786132325222,0.007431574120686164,0.012104961363147208,0.016297689589548445,0.01437798465111116,0.01877435157751754,0.008234139592381094,0.01445888482831393,0.008999665966911633,0.009214772926142223,0.0019726817270292025,0.003885374654348219,0.009879768038703829,0.0031666552109449048,0.01924227452686074,0.008584096219677356,0.013487505293894583,0.006208894848442391,0.011577893756097727,0.01361792934381918,0.0036942414056698064,0.003167689105085107,0.00908037098793225,0.0028702096220691387,0.007753183967442269,0.01034141182808027,0.0007366033454556003,0.010412247334216817,0.0030629160680831955,0.005475299421748874,0.010194867827802292,0.0011895421879334028,0.009745599465607888,0.0029288273771919163,0.006496655665007992,0.010002140029680862,0.000736131041753624,0.010832969135748114,0.002851419413315374,0.007311648289854334,0.01023936334243437,0.0011122554607505984,0.01002575802957184,0.011845121817803783,0.0016622962980833472,0.011530735325062925
4,20240630,0.16711333284532884,0.07974938481199369,0.03979134792300756,0.048485273394328524,0.10955194559933404,0.04994530692907113,0.08008720379607032,0.03579237019398429,0.0021597922919596884,0.009222702629146236,0.00906157752864699,0.005365458216338956,0.007367304317751889,0.012716896568942803,0.016119647473735618,0.013717861480294144,0.01908800451414654,0.007766120864747775,0.014212130636804701,0.009009541330720534,0.008817009644356544,0.0022544777479134937,0.0037302187126299546,0.009324057025236431,0.0032630152415883745,0.019027365850525682,0.008153187951581353,0.013029354190282524,0.005939675678977525,0.012038086024560036,0.013495354660297625,0.0033725630607515703,0.0031864003666268463,0.008967483720995954,0.0032138806184802598,0.007423224763996097,0.010373964489496054,0.0009456152908644318,0.010536002798276429,0.0029738482978065492,0.00537272605673403,0.009763516849428548,0.001301433875607565,0.009819153561176387,0.002746755259330192,0.00629535769139435,0.009517327364590725,0.0008548756472116485,0.010940512642269471,0.0029353525676229313,0.0072992774285062,0.010496108578564724,0.0012334044922385071,0.009931367073782406,0.0117491563675193,0.0018443839794314504,0.011511301082993647
5,20240631,0.16772386919543844,0.08043534771281627,0.03998239062853969,0.04829109393386106,0.10597712119950622,0.0506452822927769,0.07992532587769306,0.0352501448096499,0.0024284589674315616,0.009316031156124284,0.008975684327115393,0.005623184085746573,0.0071546494859474055,0.011328633689744468,0.016216544546319635,0.016293669724282304,0.018342057588223347,0.008278337865556316,0.014242375998362873,0.00968688803467144,0.00883057514726993,0.0020349269826109673,0.003708627838395737,0.009744484537765129,0.0037424957010735,0.018694007120708536,0.008364582815000363,0.013311748139788774,0.00632074203621533,0.011464409956491157,0.013599306203533244,0.0033817355833144244,0.003029128041778251,0.008516382932215882,0.0028988266360129864,0.008201749958987422,0.009833992146681222,0.00090214547200706,0.010326877070160284,0.002997475046705223,0.0056370358656217924,0.009688051556927,0.0011203676075230084,0.009885934290111285,0.0028850706265991636,0.0063726702074631955,0.009681853174914844,0.000942863264066529,0.010595716269857667,0.002858970621500151,0.007436251167008454,0.01044135891900987,0.001132326615125762,0.00973628594262778,0.012266654642529367,0.0017988028533783944,0.01149847588921324
6,20240632,0.167308345067643,0.08077692638617755,0.04022475009577721,0.049769676699448144,0.10589570926657821,0.049901746824305614,0.07911106895580984,0.03415648514118162,0.002250432656588401,0.009300967423869357,0.009603882360203713,0.005356108977810388,0.007078391898406939,0.011759776267954554,0.016707622699967773,0.013930880636168118,0.019313156312889587,0.008550110758786804,0.014307337131838299,0.00917546809775428,0.008889250354870783,0.0023008306837774446,0.003514464494457578,0.009306380415684386,0.0032687675134707573,0.019359448096188534,0.008696868879459838,0.013594511181327141,0.006007578299056429,0.011473024045389576,0.013717350302691979,0.003317981384089915,0.0032004607930710065,0.009225885668333232,0.003023059428598772,0.007580428132215487,0.010505868331340344,0.000795694877199928,0.010859690694477162,0.0029083537107495493,0.005428615403751751,0.010107219373116167,0.001026132176805948,0.009715030849032474,0.0029290120797897173,0.006692867203395528,0.009779226523992598,0.0007584026855235697,0.010592007919668201,0.003021982251884212,0.007471321992427693,0.010722575271146641,0.0011236380636943718,0.009495565644782796,0.011720195712099491,0.001894702336205118,0.011496763567074466
7,20240633,0.1679957272749865,0.0798011544691581,0.03985786178638078,0.0497006065008456,0.10500465201719726,0.05028229762739365,0.0809607198957588,0.03524940991525895,0.002118589927593553,0.009010987120710424,0.00978069496516989,0.005559311150417809,0.0069308179883033755,0.011554143576620204,0.016553218946940833,0.015461619248176985,0.018723705421588414,0.008514317547749464,0.014013811263531463,0.00915278398555292,0.008918870471007742,0.0020064288475593046,0.0039053546909013684,0.009515376368529007,0.0037315553704631043,0.019052681618477868,0.008373692775532132,0.01340352246986014,0.0062308002981309035,0.011756065550858454,0.013621082353006674,0.003443575718878481,0.003169697873298321,0.00904070994949417,0.003077042534667796,0.007354315211173505,0.010289977292798017,0.0008104692618352612,0.010474541126684994,0.0028179979277772023,0.005370277107155215,0.009614176804932777,0.0011615616606704916,0.0093581005669804,0.003052110628335162,0.0061757447792508266,0.009779423877938303,0.0008873613692803559,0.010691466964756228,0.0028075362371044943,0.007353113174749319,0.010423087134351085,0.001034140870655143,0.009830169310772878,0.011835169829120569,0.0016948747064169508,0.011711496637260376
8,20240634,0.16959530370821005,0.08007517504415061,0.03952461639961142,0.048855086700794095,0.10658025990380268,0.04988107050074664,0.07884121895051438,0.03463319789440989,0.0022979341015615063,0.009012815147687352,0.009729504414911619,0.005631678065564379,0.007164478830545131,0.011771440103254616,0.01627214314192546,0.014743222855962315,0.01858572585660568,0.008842029536842861,0.013918200807092928,0.00937336543176366,0.009126894668852156,0.0020076951032620203,0.0039461441182360255,0.009772278491069226,0.0030841025405021053,0.019314301276514737,0.008892226170691589,0.013389315842327084,0.006281308113831467,0.011623176965007156,0.013393122285315572,0.0033385475158349462,0.003306010891677195,0.008876994937345612,0.0028352914926467283,0.007731811804762326,0.010291131639160662,0.000985524317480126,0.010555436887007875,0.002967266612129828,0.004992330589179961,0.009815069149135132,0.0011365274950935601,0.009742042174272849,0.002906031232808333,0.006375610948330919,0.00951726182051167,0.0009338226992548343,0.010726387485766532,0.0029627932602591324,0.007331369563974198,0.010961988967354468,0.0013590775146439175,0.009361691127796999,0.011752114093756611,0.001644680925677466,0.01143415188257148
9,20240635,0.1651277813500225,0.08000224648128837,0.04042323549280126,0.049592044344365434,0.10462844604710048,0.051233224555883305,0.08014253036984977,0.03651285793451157,0.0025701626759000538,0.009259665813513096,0.009211621225345995,0.00572270536194442,0.007262958182260282,0.01201415987676081,0.016358804953400644,0.014297499034313798,0.019869137583076377,0.008216297362725165,0.013513270032825007,0.009191601236809758,0.00914580929090491,0.0018344599875271602,0.003662661602220716,0.009607618140449272,0.0035655331276526485,0.01882924712360631,0.00867539955422368,0.012818942000359846,0.006260965979025777,0.011898562711450908,0.013464803851452769,0.0033301946849654293,0.0032619952044634646,0.008532019897427894,0.002974109981689935,0.007966383376362348,0.010081257590245188,0.0008183504937358195,0.01053055406419473,0.0028072769426264626,0.005878621994704151,0.009901687736850968,0.0012476782982399322,0.009584853009748436,0.0028305114136048977,0.006266536837314567,0.009879633672723211,0.000987189117260785,0.01061606473188176,0.0029882009710056326,0.007383772509181824,0.010443819137364831,0.0011514402508680085,0.010077235010129026,0.01191059166569757,0.0016354078476820328,0.012000360276458948
10,20240636,0.1669813537974217,0.08107867914627769,0.04049983123198557,0.049829312357418776,0.10560696581529397,0.05018297541474486,0.08005798138072816,0.03505227287228221,0.002121550548874755,0.008999613172472965,0.00923062722597778,0.0052576195939337995,0.007454854573437651,0.011540313296520098,0.016732521607048554,0.014831878151497061,0.019538670454736378,0.008216690871303996,0.013806940282665603,0.009490454539668717,0.009217171906719395,0.002074835794523698,0.003956392441505783,0.009828421365744792,0.002856312559833442,0.018675737594299618,0.008295077137434156,0.013053494469815175,0.006589862896792744,0.011803446711043138,0.013539614858818144,0.0032509119845279405,0.0031085633916581126,0.009056994764030168,0.0029451572099695,0.007564050254033112,0.01050369206457824,0.0008855518536740146,0.01014280831445319,0.002787286585093982,0.005410156067993605,0.010042131757202019,0.0013206504082218277,0.009605481838468806,0.0028719320643874656,0.006340055154392253,0.009920964990104114,0.0007816527571739873,0.010751747921460119,0.002788184467147606,0.007464733921124846,0.010225862788545603,0.0010908347629709676,0.009653527508179605,0.011635110523471867,0.0018470440170983487,0.011603438559218401
